"ID","title","gpl","status","submission_date","last_update_date","technology","distribution","organism","manufacturer","manufacture_protocol","coating","catalog_number","support","description","web_link","contact","data_row_count","supplementary_file","bioc_package"
71,"[HG-U133A] Affymetrix Human Genome U133A Array","GPL96","Public on Mar 11 2002","2002-02-19","2013-04-17","in situ oligonucleotide","commercial","Homo sapiens","Affymetrix","see manufacturer's web site;	;	The U133 set includes 2 arrays with a total of 44928 entries and was indexed 29-Jan-2002.;	The set includes over 1,000,000 unique oligonucleotide features covering more than 39,000 transcript variants, which in turn represent greater than 33,000 of the best characterized human genes.;	Sequences were selected from GenBank, dbEST, and RefSeq. Sequence clusters were created from Build 133 of UniGene (April 20, 2001) and refined by analysis and comparison with a number of other publicly available databases including the Washington University EST trace repository and the University of California, Santa Cruz golden-path human genome database (April 2001 release). In addition, ESTs were analyzed for untrimmed low-quality sequence information, correct orientation, false priming, false clustering, alternative splicing and alternative polyadenylation.;	",NA,NA,NA,"Affymetrix submissions are typically submitted to GEO using the GEOarchive method described at http://www.ncbi.nlm.nih.gov/projects/geo/info/geo_affy.html;	;	June 03, 2009: annotation table updated with netaffx build 28;	June 08, 2012: annotation table updated with netaffx build 32","http://www.affymetrix.com/support/technical/byproduct.affx?product=hgu133;	http://www.affymetrix.com/analysis/index.affx","Name:   Affymetrix, Inc.;	Email: geo@ncbi.nlm.nih.gov, support@affymetrix.com;	Phone: 888-362-2447;	Institute: Affymetrix, Inc.;	Address:  ;	City: Santa Clara;	State: CA;	Zip/postal_code: 95051;	Country: USA;	Web_link: http://www.affymetrix.com/index.affx",22283,NA,"hgu133a"
72,"[HG-U133B] Affymetrix Human Genome U133B Array","GPL97","Public on Mar 11 2002","2002-02-19","2012-06-21","in situ oligonucleotide","commercial","Homo sapiens","Affymetrix","see manufacturer's web site;	;	The U133 set includes 2 arrays with a total of 44928 entries and was indexed 29-Jan-2002.;	The set includes over 1,000,000 unique oligonucleotide features covering more than 39,000 transcript variants, which in turn represent greater than 33,000 of the best characterized human genes.;	Sequences were selected from GenBank, dbEST, and RefSeq. Sequence clusters were created from Build 133 of UniGene (April 20, 2001) and refined by analysis and comparison with a number of other publicly available databases including the Washington University EST trace repository and the University of California, Santa Cruz golden-path human genome database (April 2001 release). In addition, ESTs were analyzed for untrimmed low-quality sequence information, correct orientation, false priming, false clustering, alternative splicing and alternative polyadenylation.;	",NA,NA,NA,"Affymetrix submissions are typically submitted to GEO using the GEOarchive method described at http://www.ncbi.nlm.nih.gov/projects/geo/info/geo_affy.html;	;	June 03, 2009: annotation table updated with netaffx build 28;	June 21, 2012: annotation table updated with netaffx build 32","http://www.affymetrix.com/support/technical/byproduct.affx?product=hgu133;	http://www.affymetrix.com/analysis/index.affx","Name:   Affymetrix, Inc.;	Email: geo@ncbi.nlm.nih.gov, support@affymetrix.com;	Phone: 888-362-2447;	Institute: Affymetrix, Inc.;	Address:  ;	City: Santa Clara;	State: CA;	Zip/postal_code: 95051;	Country: USA;	Web_link: http://www.affymetrix.com/index.affx",22645,NA,"hgu133b"
73,"[Hu35KsubA] Affymetrix Human 35K SubA Array","GPL98","Public on Mar 11 2002","2002-02-19","2009-06-03","in situ oligonucleotide","commercial","Homo sapiens","Affymetrix","see manufacturer's web site",NA,NA,NA,"Affymetrix submissions are typically submitted to GEO using the GEOarchive method described at http://www.ncbi.nlm.nih.gov/projects/geo/info/geo_affy.html;	;	Has 35714 entries and was indexed 29-Jan-2002.;	;	Keywords = high density oligonucleotide array","http://www.affymetrix.com/support/technical/byproduct.affx?product=hu35k;	http://www.affymetrix.com/analysis/index.affx","Name:   Affymetrix, Inc.;	Email: geo@ncbi.nlm.nih.gov, support@affymetrix.com;	Phone: 888-362-2447;	Institute: Affymetrix, Inc.;	Address:  ;	City: Santa Clara;	State: CA;	Zip/postal_code: 95051;	Country: USA;	Web_link: http://www.affymetrix.com/index.affx",8934,NA,"hu35ksuba"
74,"[Hu35KsubB] Affymetrix Human 35K SubB Array","GPL99","Public on Mar 11 2002","2002-02-19","2009-06-03","in situ oligonucleotide","commercial","Homo sapiens","Affymetrix","see manufacturer's web site",NA,NA,NA,"Affymetrix submissions are typically submitted to GEO using the GEOarchive method described at http://www.ncbi.nlm.nih.gov/projects/geo/info/geo_affy.html;	;	Has 35714 entries and was indexed 29-Jan-2002.;	;	Keywords = high density oligonucleotide array","http://www.affymetrix.com/support/technical/byproduct.affx?product=hu35k;	http://www.affymetrix.com/analysis/index.affx","Name:   Affymetrix, Inc.;	Email: geo@ncbi.nlm.nih.gov, support@affymetrix.com;	Phone: 888-362-2447;	Institute: Affymetrix, Inc.;	Address:  ;	City: Santa Clara;	State: CA;	Zip/postal_code: 95051;	Country: USA;	Web_link: http://www.affymetrix.com/index.affx",8924,NA,"hu35ksubb"
75,"[Hu35KsubC] Affymetrix Human 35K SubC Array","GPL100","Public on Mar 11 2002","2002-02-19","2009-06-03","in situ oligonucleotide","commercial","Homo sapiens","Affymetrix","see manufacturer's web site",NA,NA,NA,"Affymetrix submissions are typically submitted to GEO using the GEOarchive method described at http://www.ncbi.nlm.nih.gov/projects/geo/info/geo_affy.html;	;	Has 35714 entries and was indexed 29-Jan-2002.;	;	;	Keywords = high density oligonucleotide array","http://www.affymetrix.com/support/technical/byproduct.affx?product=hu35k;	http://www.affymetrix.com/analysis/index.affx","Name:   Affymetrix, Inc.;	Email: geo@ncbi.nlm.nih.gov, support@affymetrix.com;	Phone: 888-362-2447;	Institute: Affymetrix, Inc.;	Address:  ;	City: Santa Clara;	State: CA;	Zip/postal_code: 95051;	Country: USA;	Web_link: http://www.affymetrix.com/index.affx",8928,NA,"hu35ksubc"
76,"[Hu35KsubD] Affymetrix Human 35K SubD Array","GPL101","Public on Mar 11 2002","2002-02-19","2009-06-03","in situ oligonucleotide","commercial","Homo sapiens","Affymetrix","see manufacturer's web site",NA,NA,NA,"Affymetrix submissions are typically submitted to GEO using the GEOarchive method described at http://www.ncbi.nlm.nih.gov/projects/geo/info/geo_affy.html;	;	Has 35714 entries and was indexed 29-Jan-2002.;	;	","http://www.affymetrix.com/support/technical/byproduct.affx?product=hu35k;	http://www.affymetrix.com/analysis/index.affx","Name:   Affymetrix, Inc.;	Email: geo@ncbi.nlm.nih.gov, support@affymetrix.com;	Phone: 888-362-2447;	Institute: Affymetrix, Inc.;	Address:  ;	City: Santa Clara;	State: CA;	Zip/postal_code: 95051;	Country: USA;	Web_link: http://www.affymetrix.com/index.affx",8928,NA,"hu35ksubd"
156,"[ATH1-121501] Affymetrix Arabidopsis ATH1 Genome Array","GPL198","Public on Jul 18 2002","2002-07-01","2013-04-01","in situ oligonucleotide","commercial","Arabidopsis thaliana","Affymetrix","see manufacturer's web site;	;	The current release has 22810 entries and was indexed 26-Jun-2003.;	Annotation data from TAIR, Gene Ontology Consortium and TIGR were mapped to the Arabidopsis ATH1 Array probe sets. The AGI (Arabidopsis Genome Initiative) ID (e.g. AT5G23000) corresponding to the gene represented on the array was used to map annotation data obtained from TAIR, Gene Ontology and TIGR databases. Similarly, gene title and gene symbol, as well as the EC annotations for the AGI ID were extracted from the TIGR database.  These annotation mappings were validated by a two-pronged approach. First, probe sets were randomly selected and manually curated to check for consistency between Gene Ontology terms, gene title and protein domain associations. Furthermore, associations within and between data sets from different public databases were also used to check for consistencies. For example, consider the association of gene ontology terms and InterPro IDs. Several Gene Onoltogy terms have InterPro ID(s) curated as supporting evidence for assigning the term to an AGI locus. This relationship was used to validate the consistency of the ontology terms from Gene Onotlogy and InterPro domain annotations from TAIR.  The GeneChip<U+00AE> Arabidopsis ATH1 Genome Array contains more than 22,500 probe sets representing approximately 24,000 genes. Sequences used in the design were selected and clustered in collaboration with TIGR and were derived from TIGR's ATH1-121501 Database. Oligoneuclotide probes are synthesized in situ to each corresponding sequence. Eleven pairs of oligoneuclotide probes are used to measure the level of transcription of each sequence represented on the GeneChip Arabidopsis ATH1 Genome Array. Most sequences represented on the previous generation GeneChip<U+00AE> Arabidopsis Genome Array are also represented on the ATH1 array. Due to the dynamic nature of public databases, probe sets for these sequences will not be identical and in some cases will be represented by a completely new probe set. As a result, data generated with different versions of the Arabidopsis array may not always produce concordant results. The probe arrays are for research use only and not intended for use in diagnosis of diseases.;	",NA,NA,NA,"Affymetrix submissions are typically submitted to GEO using the GEOarchive method described at http://www.ncbi.nlm.nih.gov/projects/geo/info/geo_affy.html;	;	June 03, 2009: annotation table updated with netaffx build 28;	June 07, 2012: annotation table updated with netaffx build 32","http://www.affymetrix.com/support/technical/byproduct.affx?product=arab;	http://www.affymetrix.com/analysis/index.affx","Name:   Affymetrix, Inc.;	Email: geo@ncbi.nlm.nih.gov, support@affymetrix.com;	Phone: 888-362-2447;	Institute: Affymetrix, Inc.;	Address:  ;	City: Santa Clara;	State: CA;	Zip/postal_code: 95051;	Country: USA;	Web_link: http://www.affymetrix.com/index.affx",22810,NA,"ath1121501"
157,"[Ecoli_ASv2] Affymetrix E. coli Antisense Genome Array","GPL199","Public on Jul 18 2002","2002-07-01","2010-07-08","in situ oligonucleotide","commercial","Escherichia coli K-12","Affymetrix","see manufacturer's web site",NA,NA,NA,"Affymetrix submissions are typically submitted to GEO using the GEOarchive method described at http://www.ncbi.nlm.nih.gov/projects/geo/info/geo_affy.html;	;	Has 7312 entries and was indexed 20-May-2002.;	The GeneChip E. coli Antisense Genome Array can be used for examining expression of all known E. coli genes and discovering novel, uncharacterized intergenic transcripts. The array contains probe sets to detect the antisense strand of more than 4,200 known open reading frames. In addition, over 1,350 intergenic sequences can be interrogated in both directions permitting functional characterization of potentially important shorter expressed sequences.;	Sequence information for probes on the array correspond to the M49 version of the E. coli Genome Project database at the University of Wisconsin.;	;	;	Keywords = high density oligonucleotide array","http://www.affymetrix.com/support/technical/byproduct.affx?product=ecoliantisense;	http://www.affymetrix.com/analysis/index.affx","Name:   Affymetrix, Inc.;	Email: geo@ncbi.nlm.nih.gov, support@affymetrix.com;	Phone: 888-362-2447;	Institute: Affymetrix, Inc.;	Address:  ;	City: Santa Clara;	State: CA;	Zip/postal_code: 95051;	Country: USA;	Web_link: http://www.affymetrix.com/index.affx",7312,NA,"ecoli2"
158,"[Celegans] Affymetrix C. elegans Genome Array","GPL200","Public on Jul 18 2002","2002-07-02","2011-11-15","in situ oligonucleotide","commercial","Caenorhabditis elegans","Affymetrix","see manufacturer's web site",NA,NA,NA,"Affymetrix submissions are typically submitted to GEO using the GEOarchive method described at http://www.ncbi.nlm.nih.gov/projects/geo/info/geo_affy.html;	;	Has 22625 entries and was indexed 30-Apr-2002.;	Sequence information used for the design of the C. elegans array was downloaded from the Sanger Center database on December 05, 2000 and from GenBank release 121. All sequences were functionally reannotated by Affymetrix for improved descriptions. Annotation data from Wormbase, Gene Ontology Consortium and Interpro were mapped to the C. elegans Genome Array probe sets.;	;	Annotations derived from Affymetrix CSV file dated 5/19/2004;	;	Keywords = high density oligonucleotide array","http://www.affymetrix.com/support/technical/byproduct.affx?product=celegans;	http://www.affymetrix.com/analysis/index.affx","Name:   Affymetrix, Inc.;	Email: geo@ncbi.nlm.nih.gov, support@affymetrix.com;	Phone: 888-362-2447;	Institute: Affymetrix, Inc.;	Address:  ;	City: Santa Clara;	State: CA;	Zip/postal_code: 95051;	Country: USA;	Web_link: http://www.affymetrix.com/index.affx",22625,NA,"celegans"
159,"[HG-Focus] Affymetrix Human HG-Focus Target Array","GPL201","Public on Jul 18 2002","2002-07-02","2012-07-16","in situ oligonucleotide","commercial","Homo sapiens","Affymetrix","see manufacturer's web site;	;	Has 8793 entries and was indexed 13-May-2002.;	Probe sets on this array represent gene sequences which are experimentally verified.;	",NA,NA,NA,"Affymetrix submissions are typically submitted to GEO using the GEOarchive method described at http://www.ncbi.nlm.nih.gov/projects/geo/info/geo_affy.html;	;	June 03, 2009: annotation table updated with netaffx build 28;	June 21, 2012: annotation table updated with netaffx build 32","http://www.affymetrix.com/support/technical/byproduct.affx?product=focus;	http://www.affymetrix.com/analysis/index.affx","Name:   Affymetrix, Inc.;	Email: geo@ncbi.nlm.nih.gov, support@affymetrix.com;	Phone: 888-362-2447;	Institute: Affymetrix, Inc.;	Address:  ;	City: Santa Clara;	State: CA;	Zip/postal_code: 95051;	Country: USA;	Web_link: http://www.affymetrix.com/index.affx",8793,NA,"hgfocus"
237,"[MOE430A] Affymetrix Mouse Expression 430A Array","GPL339","Public on Jun 23 2003","2003-06-18","2012-10-05","in situ oligonucleotide","commercial","Mus musculus","Affymetrix","see manufacturer's web site;	;	The GeneChip Mouse Genome 430A Array is a single array representing approximately 14,000 well-characterized mouse genes that can be used to explore biology and disease processes.;	;	Provides coverage of well-substantiated genes in the transcribed mouse genome on a single array.;	;	Analyzes the expression level of approximately 14,000 well-characterized mouse genes.;	;	Sequences used in the design of the array were selected from GenBank<U+00AE>, dbEST, and RefSeq. The sequence clusters were created from the UniGene database (Build 107, June 2002) and then refined by analysis and comparison with the publicly available draft assembly of the mouse genome from the Whitehead Institute for Genome Research (MGSC, April 2002).;	",NA,NA,NA,"Affymetrix submissions are typically submitted to GEO using the GEOarchive method described at http://www.ncbi.nlm.nih.gov/projects/geo/info/geo_affy.html;	;	The GeneChip Mouse Genome 430A 2.0 Array is accessioned in GEO as GPL8321.;	;	June 03, 2009: annotation table updated with netaffx build 28;	June 07, 2012: annotation table updated with netaffx build 32","http://www.affymetrix.com/support/technical/byproduct.affx?product=moe430;	http://www.affymetrix.com/analysis/index.affx","Name:   Affymetrix, Inc.;	Email: geo@ncbi.nlm.nih.gov, support@affymetrix.com;	Phone: 888-362-2447;	Institute: Affymetrix, Inc.;	Address:  ;	City: Santa Clara;	State: CA;	Zip/postal_code: 95051;	Country: USA;	Web_link: http://www.affymetrix.com/index.affx",22690,NA,"moe430a"
238,"[MOE430B] Affymetrix Mouse Expression 430B Array","GPL340","Public on Jun 23 2003","2003-06-18","2012-06-21","in situ oligonucleotide","commercial","Mus musculus","Affymetrix","see manufacturer's web site;	;	Array B of GeneChip Mouse Expression Set 430;	Has 22575 entries and was indexed 09-Apr-2003;	Sequences used in the design of the array were selected from GenBank, dbEST, and RefSeq. Sequence clusters were created from Build 107 of UniGene (June 2002) and refined by analysis and comparison with a number of other publicly available databases including the Whitehead Institute Center for Genome Research (MGSC April 2002). In addition, sequences were analyzed for untrimmed low-quality sequence information, correct orientation, false clustering, alternative splicing and alternative polyadenylation.;	",NA,NA,NA,"Affymetrix submissions are typically submitted to GEO using the GEOarchive method described at http://www.ncbi.nlm.nih.gov/projects/geo/info/geo_affy.html;	;	June 03, 2009: annotation table updated with netaffx build 28;	June 21, 2012: annotation table updated with netaffx build 32","http://www.affymetrix.com/support/technical/byproduct.affx?product=moe430;	http://www.affymetrix.com/analysis/index.affx","Name:   Affymetrix, Inc.;	Email: geo@ncbi.nlm.nih.gov, support@affymetrix.com;	Phone: 888-362-2447;	Institute: Affymetrix, Inc.;	Address:  ;	City: Santa Clara;	State: CA;	Zip/postal_code: 95051;	Country: USA;	Web_link: http://www.affymetrix.com/index.affx",22575,NA,"mouse4302"
239,"[RAE230A] Affymetrix Rat Expression 230A Array","GPL341","Public on Jun 23 2003","2003-06-19","2012-06-21","in situ oligonucleotide","commercial","Rattus norvegicus","Affymetrix","see manufacturer's web site;	;	Array A of GeneChip Rat Expression Set 230;	Has 15923 entries and was indexed 09-Apr-2003;	Sequences used in the design of the array were selected from GenBank, dbEST, and RefSeq. Sequence clusters were created from Build 99 of UniGene (June 2002) and refined by analysis and comparison with a number of other publicly available databases including the Baylor College of Medicine Human Genome Sequencing Center's preliminary rat genome assembly (June 2002). In addition, sequences were analyzed for untrimmed low-quality sequence information, correct orientation, false clustering, alternative splicing and alternative polyadenylation.;	",NA,NA,NA,"Affymetrix submissions are typically submitted to GEO using the GEOarchive method described at http://www.ncbi.nlm.nih.gov/projects/geo/info/geo_affy.html;	;	June 03, 2009: annotation table updated with netaffx build 28;	June 21, 2012: annotation table updated with netaffx build 32","http://www.affymetrix.com/support/technical/byproduct.affx?product=rae230;	http://www.affymetrix.com/analysis/index.affx","Name:   Affymetrix, Inc.;	Email: geo@ncbi.nlm.nih.gov, support@affymetrix.com;	Phone: 888-362-2447;	Institute: Affymetrix, Inc.;	Address:  ;	City: Santa Clara;	State: CA;	Zip/postal_code: 95051;	Country: USA;	Web_link: http://www.affymetrix.com/index.affx",15923,NA,"rae230a"
240,"[RAE230B] Affymetrix Rat Expression 230B Array","GPL342","Public on Jun 23 2003","2003-06-19","2009-06-03","in situ oligonucleotide","commercial","Rattus norvegicus","Affymetrix","see manufacturer's web site",NA,NA,NA,"Affymetrix submissions are typically submitted to GEO using the GEOarchive method described at http://www.ncbi.nlm.nih.gov/projects/geo/info/geo_affy.html;	;	Array B of GeneChip Rat Expression Set 230;	Has 15333 entries and was indexed 09-Apr-2003;	Sequences used in the design of the array were selected from GenBank, dbEST, and RefSeq. Sequence clusters were created from Build 99 of UniGene (June 2002) and refined by analysis and comparison with a number of other publicly available databases including the Baylor College of Medicine Human Genome Sequencing Center's preliminary rat genome assembly (June 2002). In addition, sequences were analyzed for untrimmed low-quality sequence information, correct orientation, false clustering, alternative splicing and alternative polyadenylation.;	","http://www.affymetrix.com/support/technical/byproduct.affx?product=rae230;	http://www.affymetrix.com/analysis/index.affx","Name:   Affymetrix, Inc.;	Email: geo@ncbi.nlm.nih.gov, support@affymetrix.com;	Phone: 888-362-2447;	Institute: Affymetrix, Inc.;	Address:  ;	City: Santa Clara;	State: CA;	Zip/postal_code: 95051;	Country: USA;	Web_link: http://www.affymetrix.com/index.affx",15333,NA,"rae230b"
360,"[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array","GPL570","Public on Nov 07 2003","2003-11-07","2013-06-14","in situ oligonucleotide","commercial","Homo sapiens","Affymetrix","see manufacturer's web site;	;	Complete coverage of the Human Genome U133 Set plus 6,500 additional genes for analysis of over 47,000 transcripts;	All probe sets represented on the GeneChip Human Genome U133 Set are identically replicated on the GeneChip Human Genome U133 Plus 2.0 Array. The sequences from which these probe sets were derived were selected from GenBank<U+00AE>, dbEST, and RefSeq. The sequence clusters were created from the UniGene database (Build 133, April 20, 2001) and then refined by analysis and comparison with a number of other publicly available databases, including the Washington University EST trace repository and the University of California, Santa Cruz Golden-Path human genome database (April 2001 release).;	In addition, there are 9,921 new probe sets representing approximately 6,500 new genes. These gene sequences were selected from GenBank, dbEST, and RefSeq. Sequence clusters were created from the UniGene database (Build 159, January 25, 2003) and refined by analysis and comparison with a number of other publicly available databases, including the Washington University EST trace repository and the NCBI human genome assembly (Build 31).;	",NA,NA,NA,"Affymetrix submissions are typically submitted to GEO using the GEOarchive method described at http://www.ncbi.nlm.nih.gov/projects/geo/info/geo_affy.html;	;	June 03, 2009: annotation table updated with netaffx build 28;	June 06, 2012: annotation table updated with netaffx build 32","http://www.affymetrix.com/support/technical/byproduct.affx?product=hg-u133-plus;	http://www.affymetrix.com/analysis/index.affx","Name:   Affymetrix, Inc.;	Email: geo@ncbi.nlm.nih.gov, support@affymetrix.com;	Phone: 888-362-2447;	Institute: Affymetrix, Inc.;	Address:  ;	City: Santa Clara;	State: CA;	Zip/postal_code: 95051;	Country: USA;	Web_link: http://www.affymetrix.com/index.affx",54675,NA,"hgu133plus2"
361,"[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array","GPL571","Public on Nov 07 2003","2003-11-07","2012-12-20","in situ oligonucleotide","commercial","Homo sapiens","Affymetrix","see manufacturer's web site;	;	The GeneChip Human Genome U133A 2.0 Array is a single array representing 14,500 well-characterized human genes that can be used to explore human biology and disease processes.;	Provides coverage of well-substantiated genes in the transcribed human genome on a single array;	Analyzes the expression level of 18,400 transcripts and variants, including 14,500 well-characterized human genes;	Comprised of more than 22,000 probe sets and 500,000 distinct oligonucleotide features;	All probe sets represented on the GeneChip Human Genome U133A Array are identically replicated on the GeneChip Human Genome U133A 2.0 Array;	Sequences used in the design of the array were selected from GenBank<U+00AE>, dbEST, and RefSeq. The sequence clusters were created from the UniGene database (Build 133, April 20, 2001) and then were refined by analysis and comparison with a number of other publicly available databases including the Washington University EST trace repository and the University of California, Santa Cruz Golden-Path human genome database (April 2001 release).;	",NA,NA,NA,"Affymetrix submissions are typically submitted to GEO using the GEOarchive method described at http://www.ncbi.nlm.nih.gov/projects/geo/info/geo_affy.html;	;	June 03, 2009: annotation table updated with netaffx build 28;	June 08, 2012: annotation table updated with netaffx build 32","http://www.affymetrix.com/support/technical/byproduct.affx?product=hgu133-20;	http://www.affymetrix.com/analysis/index.affx","Name:   Affymetrix, Inc.;	Email: geo@ncbi.nlm.nih.gov, support@affymetrix.com;	Phone: 888-362-2447;	Institute: Affymetrix, Inc.;	Address:  ;	City: Santa Clara;	State: CA;	Zip/postal_code: 95051;	Country: USA;	Web_link: http://www.affymetrix.com/index.affx",22277,NA,"hgu133a2"
572,"Agilent-011871 Human 1B Microarray G4111A (Feature Number version)","GPL886","Public on Jan 02 2004","2004-01-02","2012-12-06","in situ oligonucleotide","custom-commercial","Homo sapiens","Agilent Technologies","see manufacturer's web site at http://www.agilent.com/",NA,"G4111A",NA,";	Consisting of highly-sensitive 60-mer oligonucleotide probes that target human genes present in Incyte LifeSeq Foundation partial sequence database, the Agilent Human 1B Oligo Microarray Kit queries more rare human transcripts where full-length information is not available. The microarray is fully annotated to allow customers to access public or Incyte LifeSeq databases for additional bioinformatics data about the genes.;	;	Arrays of this design have barcodes that begin with 16011871 or 2511871.;	;	Orientation:;	Features are numbered numbered Left-to-Right, Top-to-Bottom as scanned by an Agilent scanner (barcode on the left, DNA on the back surface, scanned through the glass), matching the FeatureNum output from Agilent's Feature Extraction software.;	;	The ID column represents the Agilent Feature Extraction feature number.;	;	Rows and columns are numbered as scanned by an Axon Scanner (barcode on the bottom, DNA on the front surface).;	;	To match data scanned on an Axon scanner, use the RefNumber column contained in the Agilent-provided GAL file as the ID_REF column in sample submissions.;	;	*** A different version of this platform with the Agilent Probe names in the ID column is assigned accession number GPL7263.",NA,"Name:   Agilent Technologies;	Email: cag_sales-na@agilent.com;	Phone: 877-424-4536;	Department:  ;	Institute: Agilent Technologies;	Address:  ;	City: Palo Alto;	State: CA;	Zip/postal_code: 94304;	Country: USA;	Web_link: www.agilent.com",22575,NA,"hgug4111a"
573,"Agilent-012097 Human 1A Microarray (V2) G4110B (Feature Number version)","GPL887","Public on Jan 02 2004","2004-01-02","2012-12-06","in situ oligonucleotide","custom-commercial","Homo sapiens","Agilent Technologies","see manufacturer's web site at http://www.agilent.com/",NA,"G4110B",NA,";	Agilent's Human 1A Oligo Microarray (V2) includes over 20K 60-mer oligonucleotide probes, sourced from the Incyte Foundation Database, RefSeq, and GenBank, and are designed to span conserved exons across the transcripts of the targeted full length genes. Coupled with Agilent's probe selection and validation processes, this design method gives the customer maximum confidence in data quality and prevents redundancy in gene coverage.;	;	Arrays of this design have barcodes that begin with 16012097 or 2512097.;	;	Orientation:;	Features are numbered numbered Left-to-Right, Top-to-Bottom as scanned by an Agilent scanner (barcode on the left, DNA on the back surface, scanned through the glass), matching the FeatureNum output from Agilent's Feature Extraction software.;	;	The ID column represents the Agilent Feature Extraction feature number.;	;	Rows and columns are numbered as scanned by an Axon Scanner (barcode on the bottom, DNA on the front surface).;	;	To match data scanned on an Axon scanner, use the RefNumber column contained in the Agilent-provided GAL file as the ID_REF column in sample submissions.;	;	*** A different version of this platform with the Agilent Probe names in the ID column is assigned accession number GPL7264.",NA,"Name:   Agilent Technologies;	Email: cag_sales-na@agilent.com;	Phone: 877-424-4536;	Department:  ;	Institute: Agilent Technologies;	Address:  ;	City: Palo Alto;	State: CA;	Zip/postal_code: 94304;	Country: USA;	Web_link: www.agilent.com",22575,"ftp://ftp.ncbi.nlm.nih.gov/geo/platforms/GPLnnn/GPL887/suppl/GPL887_old_annotations.txt.gz","hgug4110b"
798,"[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array","GPL1261","Public on May 25 2004","2004-05-25","2013-05-22","in situ oligonucleotide","commercial","Mus musculus","Affymetrix","see manufacturer's web site;	;	All probe sets represented on the GeneChip Mouse Expression Set 430 are included on the GeneChip Mouse Genome 430 2.0 Array. The sequences from which these probe sets were derived were selected from GenBank<U+00AB>, dbEST, and RefSeq. The sequence clusters were created from the UniGene database (Build 107, June 2002) and then refined by analysis and comparison with the publicly available draft assembly of the mouse genome from the Whitehead Institute for Genome Research (MGSC, April 2002).;	",NA,NA,NA,"Affymetrix submissions are typically submitted to GEO using the GEOarchive method described at http://www.ncbi.nlm.nih.gov/projects/geo/info/geo_affy.html;	;	June 03, 2009: annotation table updated with netaffx build 28;	June 07, 2012: annotation table updated with netaffx build 32","http://www.affymetrix.com/support/technical/byproduct.affx?product=moe430-20;	http://www.affymetrix.com/analysis/index.affx","Name:   Affymetrix, Inc.;	Email: geo@ncbi.nlm.nih.gov, support@affymetrix.com;	Phone: 888-362-2447;	Institute: Affymetrix, Inc.;	Address:  ;	City: Santa Clara;	State: CA;	Zip/postal_code: 95051;	Country: USA;	Web_link: http://www.affymetrix.com/index.affx",45101,NA,"mouse430a2"
831,"[Xenopus_laevis] Affymetrix Xenopus laevis Genome Array","GPL1318","Public on Jun 30 2004","2004-06-30","2009-06-03","in situ oligonucleotide","commercial","Xenopus laevis","Affymetrix","see manufacturer's web site",NA,NA,NA,"Affymetrix submissions are typically submitted to GEO using the GEOarchive method described at http://www.ncbi.nlm.nih.gov/projects/geo/info/geo_affy.html;	;	The Affymetrix GeneChip Xenopus laevis Genome Array can be used to study gene expression of over 14,400 Xenopus laevis transcripts. Sequence information for this array was selected from the following public data sources: GenBank (release 135.0, April 2003), dbEST (June 2003), and UniGene (Build 36, June 2003). Probe sets on the array were designed with 16 oligonucleotide pairs to detect each transcript.;	;	This array was designed in collaboration with representative members of the Xenopus community and the National Institutes of Health. More information on the design of this array can be found at www.xenbase.org;	;	Note: The DsRed probe set is provided with permission from BD Biosciences, and BD Biosciences grants users a limited license to utilize this probe set only on the Affymetrix array. Other uses of the probe set, or other DsRed sequence or sequences requires a license from BD Biosciences.;	","http://www.affymetrix.com/support/technical/byproduct.affx?product=xenopus;	http://www.affymetrix.com/analysis/index.affx","Name:   Affymetrix, Inc.;	Email: geo@ncbi.nlm.nih.gov, support@affymetrix.com;	Phone: 888-362-2447;	Institute: Affymetrix, Inc.;	Address:  ;	City: Santa Clara;	State: CA;	Zip/postal_code: 95051;	Country: USA;	Web_link: http://www.affymetrix.com/index.affx",15611,NA,"xenopuslaevis"
