ID_REF,GSM674702,GSM674703,GSM674704,GSM674705,GSM674706,GSM674707,GSM674708,GSM674709,GSM674710,GSM674711
cg02981853,0.7367308,0.6979913,0.921636,0.6997578,0.7210337,0.9388885,0.7835869,0.6621376,0.6499832,0.8395231
cg02982690,0.03429009,0.04656277,0.03980818,0.04731259,0.04771048,0.04418518,0.03967062,0.05034415,0.03193634,0.04012095
cg02982734,0.5706145,0.6118822,0.5026689,0.7022409,0.6553086,0.6508899,0.6044067,0.7453306,0.7138655,0.685601
cg02983451,0.05328084,0.07570022,0.07352158,0.06959189,0.09704178,0.06303543,0.06460882,0.07265539,0.05638736,0.07422593
cg02987051,0.03429582,0.03544055,0.05419982,0.06870504,0.05750139,0.05490962,0.0431013,0.05403609,0.03688933,0.04807438
cg02987163,0.04466158,0.0432216,0.04970718,0.07323505,0.05251932,0.05004767,0.04636926,0.04581594,0.05192952,0.05094173
cg02988947,0.8535442,0.7399611,0.1686808,0.3901161,0.7030993,0.8877217,0.6423436,0.6575354,0.6441485,0.4779292
cg02989257,0.02985075,0.3381855,0.03804596,0.04356695,0.03659548,0.05856657,0.2844293,0.03219895,0.04500839,0.1066615
cg02989940,0.3497382,0.4365155,0.3561276,0.6775753,0.4304737,0.5456138,0.4731778,0.2540124,0.6227761,0.4789506
cg02990033,0.3456437,0.5709304,0.3862187,0.3464273,0.4274086,0.7148352,0.4283932,0.6236048,0.6283568,0.469712
cg02990567,0.02231897,0.02658222,0.04250968,0.02940082,0.02665683,0.02606674,0.03102671,0.04119318,0.02698745,0.02811449
cg02990612,0.2376665,0.5390697,0.4416652,0.4184939,0.3839167,0.4202603,0.4606421,0.3891269,0.5416913,0.3202987
cg02992596,0.336004,0.6315551,0.88098,0.6176576,0.6167453,0.7810763,0.6649888,0.851104,0.7649371,0.6529478
cg02992632,0.05447175,0.07047006,0.126566,0.07646077,0.06292594,0.0490707,0.05992241,0.4755727,0.05994828,0.0566812
cg02992647,0.7603686,0.8302613,0.7634615,0.8060575,0.8124483,0.8244388,0.883432,0.7938862,0.8432397,0.8765562
cg02992767,0.4685158,0.5696682,0.5362832,0.5349357,0.6005653,0.5730392,0.5606661,0.4595469,0.5245371,0.5902246
cg02994216,0.02071776,0.03517444,0.02836016,0.03236761,0.02363399,0.03145975,0.02918367,0.03411213,0.02691229,0.02654528
cg02994956,0.1507022,0.187167,0.1161028,0.2489631,0.2099448,0.108548,0.1506568,0.1566037,0.0708502,0.2997048
cg02994974,0.02063438,0.04238369,0.03202081,0.02711478,0.08820965,0.0347615,0.02940325,0.02440729,0.03508971,0.04206919
cg02995130,0.0283862,0.02865166,0.03138194,0.02994658,0.02690466,0.03758389,0.03187326,0.03487844,0.02684536,0.03077554
cg02995295,0.0328238,0.05031489,0.04040584,0.03984048,0.03967653,0.06671719,0.04124992,0.03656962,0.047156,0.0606133
cg02995853,0.04944028,0.03878961,0.03121521,0.03872018,0.03777058,0.04108204,0.03405792,0.01960784,0.0358307,0.04720733
cg02998425,0.1754044,0.4036644,0.2586446,0.5014116,0.3910246,0.4274605,0.3235527,0.3947149,0.5188442,0.366011
cg03000603,0.1329252,0.1693829,0.2442748,0.2679066,0.1029695,0.1684482,0.163001,0.3228768,0.1524281,0.09060933
cg03000846,0.226153,0.3075913,0.7728654,0.3911452,0.3773079,0.5494735,0.3385167,0.9180232,0.3396199,0.4983326
cg03001305,0.781971,0.5042779,0.2031186,0.4534451,0.3764593,0.3885486,0.2546502,0.1005755,0.4261351,0.3357071
cg03001647,0.1962264,0.1227907,0.256316,0.2154964,0.1068638,0.1866372,0.1186479,0.2504756,0.1230133,0.08158443
cg03002480,0.06462285,0.05936701,0.06725055,0.06491045,0.04873972,0.07529323,0.05092757,0.06671616,0.03313527,0.05470598
cg03003060,0.03276205,0.02482603,0.0375562,0.04803695,0.02296144,0.03641208,0.02809489,0.03924321,0.02697061,0.03077392
cg03003256,0.5238467,0.7302183,0.5510332,0.6020942,0.6434635,0.6384549,0.7697368,0.5888502,0.7490706,0.7263204
cg03003745,0.3438704,0.09272734,0.0277024,0.2376288,0.1697557,0.2589954,0.077567,0.2881528,0.142276,0.154898
cg03005055,0.06718124,0.06699781,0.0774899,0.07509881,0.0575464,0.07395449,0.06790403,0.04790799,0.05609797,0.0548867
cg03005261,0.09384488,0.2486349,0.5543561,0.3396865,0.1243747,0.06248408,0.384799,0.1140112,0.3659456,0.3667137
cg03007010,0.0762473,0.08732279,0.08870476,0.08392065,0.0754717,0.0728954,0.08172194,0.1061,0.06898197,0.06360374
cg03007571,0.1592357,0.09677419,0.1425577,0.1795553,0.0904424,0.1128281,0.09673629,0.17979,0.07698508,0.08335235
cg03011500,0.08686943,0.09376528,0.1286054,0.1068822,0.08726625,0.1171505,0.202148,0.1548343,0.08328605,0.08413214
cg03012280,0.7137725,0.8023725,0.6894709,0.6974973,0.843628,0.7672911,0.784479,0.6855301,0.8037217,0.8697699
cg03013422,0.02890173,0.05721105,0.03003679,0.05701364,0.05072664,0.04447677,0.04986133,0.08295859,0.04579101,0.04986347
cg03014628,0.0247747,0.06403415,0.07482485,0.03690975,0.0603691,0.05783241,0.05916925,0.06207572,0.03102151,0.05403354
cg03014680,0.4829991,0.6149789,0.5722394,0.5647059,0.6094692,0.5610112,0.6601246,0.5494753,0.6457321,0.6300813
cg03014957,0.1917425,0.2769473,0.2108571,0.4350105,0.2737387,0.3288958,0.2970239,0.3703428,0.4468287,0.2820344
cg03016571,0.662645,0.7270403,0.6330724,0.6702402,0.7296869,0.6906629,0.7487466,0.6716567,0.7953418,0.771607
cg03017264,0.5589092,0.6119267,0.5447412,0.6547923,0.6238692,0.7509782,0.6045557,0.7059887,0.7951587,0.7142013
cg03017475,0.3603516,0.4785459,0.376392,0.4458182,0.4870988,0.4723796,0.4671155,0.3538231,0.6046901,0.4169636
cg03017653,0.4803779,0.5919176,0.5626599,0.4832605,0.5335662,0.6097291,0.4781225,0.4969163,0.6060023,0.7022639
cg03017946,0.4216152,0.5713875,0.6464516,0.5372083,0.6333978,0.5826772,0.5888601,0.5167738,0.6108984,0.4790555
cg03019000,0.7647642,0.7457163,0.8230285,0.7587037,0.7703372,0.8217921,0.7925616,0.7728482,0.8209268,0.6073446
cg03020271,0.1681416,0.1565963,0.1756416,0.1541981,0.1683507,0.1803764,0.1642621,0.1492853,0.1649462,0.1674049
cg03020597,0.1295538,0.09778357,0.2424812,0.2404311,0.09853721,0.262833,0.1022359,0.217414,0.1880738,0.08287188
cg03020951,0.07375943,0.2634897,0.1265898,0.1091114,0.3977807,0.4148109,0.2142927,0.08565737,0.2462721,0.2963978
cg03021690,0.8117958,0.8364151,0.8162947,0.8269171,0.8250587,0.8072557,0.8538644,0.8302304,0.9022509,0.844881
cg03021892,0.4283951,0.6361684,0.5988456,0.5158319,0.6634689,0.3289054,0.6701075,0.5820245,0.5025957,0.5825021
cg03022541,0.5850738,0.5857279,0.6435695,0.5979846,0.5532249,0.5508844,0.6574199,0.5382577,0.6413545,0.6136762
cg03024246,0.6476868,0.7927372,0.6019529,0.6422467,0.8186502,0.7516432,0.7836288,0.5907883,0.8167022,0.8799221
cg03025569,0.6049383,0.7889175,0.6273358,0.5261813,0.792152,0.6742879,0.7670309,0.5315315,0.7895333,0.8153974
cg03026462,0.03203429,0.03277178,0.06280205,0.03734382,0.03685137,0.03342658,0.06277387,0.03077574,0.02548376,0.05208455
cg03027037,0.09025492,0.1218395,0.0512911,0.06273915,0.1331255,0.05277969,0.04490214,0.05817156,0.1398307,0.04998453
cg03028472,0.06017544,0.06539869,0.0574263,0.05167395,0.05424333,0.06599022,0.05895013,0.08016878,0.05966065,0.05622984
cg03029060,0.03283662,0.04753056,0.05089564,0.04921597,0.04566636,0.04855577,0.04387058,0.04346265,0.04439872,0.06017142
cg03029145,0.04662255,0.04291464,0.06173098,0.04393884,0.04824312,0.04840386,0.05015688,0.04867578,0.0467277,0.04472482
cg03029616,0.4155109,0.6305099,0.3520215,0.6152504,0.6497091,0.6834348,0.6921145,0.7502797,0.7646914,0.691523
cg03030757,0.05160731,0.06016833,0.06270007,0.07629272,0.06173569,0.05807635,0.06077704,0.08573718,0.0496427,0.04918745
cg03032025,0.3542301,0.2845011,0.3348708,0.3886364,0.4896458,0.3084359,0.3697667,0.4887851,0.1872,0.2377415
cg03033367,0.3870275,0.5721545,0.3947928,0.6024137,0.5677128,0.510708,0.6327934,0.5,0.60758,0.655922
cg03035419,0.01704262,0.01835554,0.01967648,0.01928074,0.01908541,0.01532147,0.01747493,0.02766785,0.01856496,0.02504558
cg03036064,0.03999546,0.05056297,0.0494931,0.06603351,0.04968736,0.05285072,0.05319902,0.03788885,0.04854508,0.06299587
cg03037266,0.2238806,0.3956748,0.3495017,0.2771399,0.2322632,0.2544484,0.2095134,0.3265876,0.1534692,0.1530612
cg03037331,0.0230045,0.0372046,0.02977072,0.02848127,0.02760345,0.03903814,0.02877535,0.02440189,0.02871737,0.03703953
cg03038003,0.05562885,0.06496884,0.08402575,0.05980303,0.05418,0.06913996,0.06158002,0.05935347,0.04796455,0.05501544
cg03038672,0.703799,0.7521912,0.4930066,0.7069094,0.6178483,0.454509,0.559464,0.8337775,0.7300689,0.7036042
cg03039172,0.04515844,0.07971586,0.05401626,0.04749119,0.0534528,0.06642324,0.05674551,0.07917011,0.04166955,0.06717049
cg03041841,0.04922441,0.05847016,0.0554212,0.04629809,0.05297114,0.06700616,0.0517524,0.08625671,0.04453572,0.06140638
cg03042149,0.02460457,0.02535257,0.03189587,0.03364661,0.02588457,0.03131746,0.02636857,0.02359453,0.02500465,0.03493769
cg03044435,0.581114,0.5145333,0.4023785,0.7252852,0.6446377,0.7796147,0.66579,0.7462488,0.7752458,0.6906894
cg03046445,0.04580212,0.07201766,0.05186092,0.04312299,0.04980519,0.05364906,0.04648432,0.03840349,0.04540374,0.04753799
cg03047098,0.05867449,0.05772663,0.06545572,0.091921,0.04910544,0.06826083,0.05245766,0.1145311,0.04843786,0.06238972
cg03048535,0.0254043,0.0291503,0.02665553,0.03420348,0.03344295,0.03274032,0.03028448,0.02988376,0.02942497,0.02966692
cg03050522,0.09163637,0.08935815,0.09925187,0.09474672,0.0675694,0.08707418,0.06660283,0.12309,0.06691168,0.06345155
cg03050748,0.06992418,0.07269548,0.07322334,0.06984807,0.07222717,0.0731772,0.07194245,0.08509814,0.05086054,0.07183442
cg03054162,0.07034923,0.0846476,0.0754717,0.111792,0.07147577,0.09728622,0.06177708,0.09513122,0.06647537,0.07506721
cg03054529,0.7637345,0.7810431,0.7815455,0.6924321,0.742035,0.4911377,0.7623188,0.6645162,0.5061728,0.6691964
cg03055440,0.3289256,0.4688105,0.3689065,0.5675837,0.5864921,0.4925447,0.4793277,0.4831169,0.7180867,0.5283712
cg03055492,0.03336143,0.02751576,0.03626781,0.04102603,0.02838356,0.04197938,0.02891897,0.03334467,0.03366085,0.03467752
cg03056007,0.03772269,0.04523266,0.05841069,0.04002007,0.0407405,0.05566951,0.06340346,0.04555992,0.04214799,0.050797
cg03057808,0.4227219,0.04676798,0.03143165,0.4246476,0.03342062,0.4071518,0.03728025,0.02555845,0.4539433,0.04884681
cg03059018,0.1696393,0.0876939,0.1817047,0.1303651,0.09546539,0.155776,0.1252352,0.1835494,0.09342878,0.0803541
cg03059528,0.05760724,0.03615552,0.06319213,0.06485121,0.04784309,0.06032613,0.04255201,0.0655281,0.0399896,0.04634273
cg03060925,0.1035144,0.07452244,0.06333861,0.09766535,0.07016296,0.0692165,0.09541103,0.04731738,0.06437339,0.07579994
cg03062665,0.02095854,0.03464336,0.02465765,0.02800978,0.02602419,0.02779664,0.02969613,0.02376609,0.02822367,0.03376885
cg03063797,0.06393064,0.07507631,0.08650846,0.08779242,0.08225146,0.07601491,0.071591,0.1176355,0.08192858,0.06710518
cg03064067,0.1269972,0.1876625,0.4515953,0.1591647,0.2084665,0.1366328,0.1335661,0.2504492,0.2901351,0.224714
cg03064241,0.03324767,0.03039976,0.02916905,0.03036828,0.02655758,0.0300186,0.03767667,0.0326752,0.03065606,0.03499689
cg03064400,0.08052553,0.0879413,0.09465649,0.08732503,0.04788515,0.08943521,0.07538579,0.08350202,0.05048228,0.0495998
cg03065202,0.06644841,0.04234032,0.08383935,0.058398,0.04370733,0.05581133,0.04762997,0.06285091,0.04346595,0.03553375
cg03065661,0.04117298,0.05151995,0.06352596,0.05486654,0.04311714,0.0496188,0.03647196,0.05608509,0.03950699,0.06532338
cg03066138,0.01768154,0.02824775,0.02230464,0.02680024,0.02350524,0.02471506,0.02284163,0.0213562,0.02378325,0.03583121
cg03067226,0.02844416,0.04758388,0.06394704,0.05236683,0.03837514,0.04316962,0.04401875,0.03374752,0.05827412,0.05527792
cg03070194,0.03993816,0.04253253,0.04126131,0.04039596,0.04368932,0.03729984,0.04086266,0.02234798,0.04208754,0.0428231
cg03070588,0.09646062,0.09660552,0.1235587,0.1315757,0.06601588,0.1119569,0.07729795,0.1118983,0.1108501,0.08441906
cg03072102,0.09046407,0.06346416,0.08110898,0.0737231,0.0476383,0.05858095,0.04692597,0.08303776,0.04453411,0.04255558
cg03072378,0.03533358,0.2382191,0.03348489,0.03586251,0.05879166,0.03805031,0.03368935,0.02451242,0.03557055,0.0460475
cg03073814,0.04521276,0.05074662,0.04135308,0.06242545,0.04862686,0.06259245,0.03801284,0.07203145,0.04377205,0.04456838
cg03075662,0.4971475,0.6250421,0.4833111,0.5286396,0.6507375,0.5771844,0.6730769,0.5030409,0.7182487,0.7388973
cg03076324,0.01782227,0.02772691,0.02812466,0.03059662,0.02556292,0.02761588,0.03401994,0.02456563,0.02179568,0.032328
cg03076871,0.1031679,0.08420923,0.1262009,0.1267977,0.05777718,0.1037754,0.08190636,0.1260061,0.06528702,0.06083183
cg03077062,0.02231693,0.02175634,0.02363097,0.02134786,0.01804866,0.01933223,0.02302519,0.02622413,0.02639923,0.02201574
cg03077492,0.6448238,0.7506658,0.6840568,0.6915789,0.8154128,0.7533981,0.7853807,0.6040795,0.8001716,0.8058934
cg03077836,0.02118146,0.02973294,0.03583202,0.03109696,0.03034769,0.04796236,0.04447288,0.03123322,0.03136723,0.03496799
cg03079549,0.0237953,0.02878473,0.02987684,0.03133877,0.02744249,0.02598904,0.0228084,0.02542038,0.02309584,0.02464778
cg03079681,0.05989607,0.06401741,0.05911231,0.07180265,0.109964,0.05595021,0.04843971,0.05247019,0.06195814,0.05877833
cg03080344,0.02782194,0.05573042,0.05690457,0.05229098,0.04105879,0.03944481,0.03742909,0.03481981,0.04297761,0.04077253
cg03080985,0.1105737,0.0913354,0.1038457,0.07416243,0.09014884,0.1201554,0.0923182,0.07451452,0.08118911,0.07495929
cg03081134,0.07952341,0.0757401,0.06859542,0.1047939,0.07123723,0.06923258,0.06912323,0.09169107,0.06753053,0.05583287
cg03082060,0.3901792,0.4543294,0.5296633,0.3707292,0.4174757,0.5164474,0.5293914,0.4873737,0.36625,0.4379591
cg03085312,0.05678422,0.1333251,0.08062299,0.08056666,0.1008926,0.07453369,0.05157593,0.0678768,0.07370452,0.05606214
cg03085377,0.8577563,0.746958,0.9098927,0.8921392,0.7176023,0.59174,0.740665,0.9071561,0.7378149,0.9054374
cg03085637,0.06603774,0.04220478,0.05987856,0.05586481,0.03552283,0.06753101,0.03411131,0.07427479,0.03673255,0.03087621
cg03086563,0.1574137,0.06334434,0.1874818,0.2360617,0.0754412,0.1173913,0.09588058,0.1350563,0.11517,0.05084746
cg03086857,0.03878184,0.1459277,0.06125446,0.03477202,0.05794634,0.05973013,0.03889918,0.03892275,0.03601619,0.03467187
cg03087937,0.5729276,0.8240026,0.5433071,0.6746306,0.7932647,0.7210951,0.8722373,0.7667639,0.863554,0.8591407
cg03091512,0.0341592,0.05120111,0.04372837,0.04626595,0.03760663,0.04630405,0.04197752,0.03578492,0.04161609,0.05278502
cg03096975,0.03311367,0.02908287,0.03570732,0.03983142,0.02883381,0.0351436,0.02606672,0.03666275,0.02657863,0.03453448
cg03097995,0.08302053,0.1010593,0.07665786,0.1181556,0.233591,0.08209652,0.3886101,0.05281883,0.2130286,0.1486366
cg03098361,0.06037613,0.03563068,0.03542499,0.02791321,0.02591707,0.03043807,0.03434972,0.03266407,0.02645578,0.03609475
cg03098643,0.1237985,0.1349866,0.1205606,0.1247493,0.1217297,0.1509689,0.1276111,0.09710769,0.1252252,0.1359981
cg03098721,0.7281991,0.4434253,0.1364306,0.5026575,0.3995761,0.5424933,0.4767247,0.1602188,0.4570774,0.4552057
cg03099492,0.07343551,0.08619561,0.07583942,0.0821001,0.06249571,0.05465881,0.07264345,0.07616804,0.04791615,0.06376839
cg03099771,0.1395546,0.2077636,0.173253,0.1297297,0.2019478,0.4476676,0.1312483,0.1766159,0.3180698,0.1058317
cg03100040,0.3662421,0.3264996,0.3283042,0.4418331,0.2844505,0.3662851,0.3323932,0.4450262,0.2678646,0.2125242
cg03100146,0.1267947,0.1298463,0.1227937,0.1123212,0.1274176,0.1246024,0.1296087,0.1016287,0.1285191,0.1344053
cg03100196,0.03202485,0.07036027,0.03544213,0.03984576,0.04507677,0.03928349,0.04155898,0.02981805,0.03542609,0.04578865
cg03100752,0.4886855,0.5468621,0.7171808,0.3356643,0.467484,0.887337,0.4077229,0.8381256,0.4303251,0.6434762
cg03101664,0.4072193,0.09565549,0.1299473,0.1178916,0.08766133,0.09467456,0.07225531,0.1445428,0.07768461,0.0996758
cg03102516,0.5437263,0.6552952,0.6246269,0.6143029,0.6373689,0.6634409,0.7030436,0.5586172,0.7092102,0.7391894
cg03103192,0.2193533,0.8331185,0.7684962,0.4866579,0.7753425,0.2934028,0.5044579,0.681887,0.7146563,0.7155695
cg03104936,0.5817895,0.7744942,0.5950626,0.6109522,0.7456415,0.6371168,0.7472597,0.5775815,0.7849057,0.8334932
cg03107405,0.01863212,0.02401378,0.02067745,0.01969075,0.02099691,0.01601909,0.02045924,0.01318334,0.01798139,0.02385436
cg03108701,0.1205523,0.1156621,0.1275308,0.1326029,0.07111797,0.1064177,0.06697404,0.1684441,0.08970977,0.07302983
cg03109047,0.09679171,0.2864952,0.3814644,0.09696136,0.08479958,0.07836694,0.1039189,0.05340256,0.06218701,0.07687162
cg03109066,0.02057613,0.03367738,0.02940679,0.0343676,0.02654388,0.03479211,0.02701723,0.03699388,0.02668116,0.03263779
cg03109316,0.4114426,0.7308488,0.6452588,0.8603876,0.7683117,0.4495645,0.7707787,0.6415182,0.5916414,0.7373702
cg03109701,0.5076074,0.228952,0.2496775,0.4929727,0.4231899,0.510193,0.3560133,0.632126,0.299924,0.3422122
cg03112433,0.5483248,0.6775324,0.5601415,0.5380242,0.6712057,0.6854396,0.7479936,0.4032951,0.7178158,0.3698107
cg03112782,0.06571117,0.06667504,0.04914567,0.05195193,0.0643902,0.05338804,0.06540343,0.04547681,0.06048278,0.0739955
cg03112869,0.5701241,0.6375102,0.148478,0.6165203,0.6340891,0.7229326,0.7299163,0.6412182,0.7577809,0.599304
cg03113824,0.8011013,0.7997057,0.871978,0.8897462,0.8215358,0.9033474,0.8511127,0.8991503,0.8941296,0.8451958
cg03114244,0.05333643,0.06461125,0.08394813,0.07233425,0.05553352,0.05767124,0.05242937,0.05145064,0.06631288,0.06521231
cg03115649,0.01769477,0.03421396,0.02776959,0.03721324,0.02426134,0.02787919,0.02417147,0.04326384,0.02114155,0.02598692
cg03115746,0.7161796,0.7701945,0.7554889,0.7371494,0.7389961,0.7731305,0.775089,0.702876,0.7472274,0.7740849
cg03115886,0.6003986,0.6431476,0.6399204,0.6640249,0.7076575,0.7293851,0.784085,0.7035714,0.7530456,0.7454469
cg03116238,0.2224,0.02819186,0.5464374,0.169243,0.04803581,0.04084703,0.3083645,0.03058168,0.1388948,0.09925406
cg03116740,0.2759436,0.7184402,0.8148609,0.6834263,0.6658466,0.8250454,0.732275,0.8215143,0.6507825,0.7812812
cg03117949,0.2097118,0.1421283,0.2976619,0.2841487,0.1874235,0.2029534,0.3084612,0.2537823,0.2444818,0.1315216
cg03118854,0.3700883,0.07674868,0.7958649,0.1945533,0.2260204,0.07862972,0.09632751,0.1940921,0.08749923,0.2314176
cg03122511,0.3027254,0.205255,0.2316504,0.3973369,0.1569343,0.3393252,0.1313849,0.2860636,0.411109,0.1483836
cg03125090,0.0846913,0.08921702,0.1330444,0.118022,0.08564926,0.1108272,0.06385354,0.1861301,0.07110796,0.06022974
cg03126490,0.02923211,0.1863601,0.04133319,0.03583981,0.03415931,0.04455048,0.02892965,0.03717151,0.03266812,0.03544983
cg03127334,0.1615829,0.152442,0.2792724,0.142539,0.1732143,0.208441,0.1649838,0.1612223,0.1601355,0.114554
cg03127543,0.3840263,0.4528302,0.4221312,0.4380816,0.3883375,0.4499197,0.4406439,0.4409318,0.5077653,0.3946567
cg03128832,0.4827586,0.4109963,0.2692308,0.4744318,0.5126788,0.3233333,0.4720195,0.3484288,0.579528,0.54791
cg03129910,0.05611623,0.0493919,0.05454095,0.06720582,0.04098539,0.04344077,0.04788338,0.03969936,0.04235426,0.04377347
cg03131527,0.3125398,0.3215339,0.379616,0.4619048,0.3514706,0.3409091,0.3344052,0.3690205,0.5850854,0.3394184
cg03132911,0.02087576,0.02667136,0.02624684,0.03544487,0.02129986,0.03247207,0.03756629,0.01631247,0.02670287,0.02623978
cg03133269,0.0729022,0.07443025,0.07975411,0.08405896,0.1096491,0.09867143,0.06278258,0.06323314,0.06344141,0.08855549
cg03135127,0.04726634,0.05187919,0.05096708,0.05771597,0.04811494,0.06804366,0.04200517,0.04913726,0.05276522,0.04545455
cg03135598,0.02177576,0.02929985,0.02878244,0.02814987,0.02419224,0.0237126,0.02525066,0.0189369,0.01429559,0.02971755
cg03136712,0.9366154,0.9138252,0.9435857,0.9234804,0.9298062,0.9514357,0.9510862,0.9429662,0.9588082,0.933417
cg03138091,0.01907977,0.02226785,0.02798458,0.02388598,0.01930097,0.02386847,0.02199247,0.1964636,0.02485361,0.02904037
cg03138405,0.05716334,0.05041927,0.04997692,0.06232954,0.03962595,0.06500692,0.03771344,0.04103927,0.03338087,0.05235517
cg03138668,0.05003336,0.05711593,0.07423066,0.06505321,0.04836499,0.08091961,0.04503867,0.07690319,0.04762811,0.04795646
cg03139057,0.0397889,0.2573954,0.03513114,0.04805461,0.09238679,0.04314134,0.04562473,0.02107612,0.04557027,0.05492081
cg03139377,0.2507197,0.5390647,0.8684188,0.3892681,0.6186736,0.5581223,0.7912456,0.4752764,0.4679431,0.515995
cg03140096,0.0267386,0.03919217,0.04040928,0.03239501,0.03380122,0.03870279,0.03412824,0.03207337,0.02544712,0.0344716
cg03140978,0.7930102,0.8718186,0.7913682,0.8073644,0.8730811,0.8389675,0.8594348,0.8490633,0.900929,0.8825167
cg03142203,0.6733832,0.8361115,0.7057262,0.7369734,0.8570704,0.8686144,0.8484156,0.748,0.8813858,0.860565
cg03143333,0.6594695,0.7852928,0.6853085,0.6965135,0.8350785,0.7088929,0.8018596,0.7111914,0.8569654,0.8782036
cg03143365,0.09927924,0.07611607,0.1042293,0.130868,0.07741868,0.0861791,0.0593481,0.1325038,0.06137543,0.07141928
cg03143849,0.2258266,0.3568421,0.2586967,0.2192724,0.1933535,0.18856,0.1671309,0.4041667,0.2296421,0.1378442
cg03144206,0.05705321,0.07153772,0.0629031,0.08469421,0.05835029,0.07238051,0.06470124,0.04755422,0.0542424,0.06461578
cg03144357,0.8944017,0.8941395,0.9200534,0.7918137,0.8510886,0.900596,0.8969533,0.8916283,0.9104622,0.8756729
cg03146158,0.05385396,0.05797102,0.06003058,0.06977575,0.05291195,0.06643431,0.05467911,0.0613016,0.05168048,0.05367948
cg03147542,0.03798086,0.04071913,0.07829605,0.07015245,0.04654686,0.05827099,0.04477704,0.05249228,0.04570101,0.04633134
cg03147990,0.2239203,0.1456919,0.2815668,0.2674367,0.09904963,0.2491442,0.118489,0.1979668,0.1022773,0.09669508
cg03148461,0.1155327,0.1288905,0.1366024,0.1125768,0.08809924,0.1215495,0.111183,0.1848341,0.1090139,0.1186542
cg03149130,0.06379139,0.05288745,0.04440421,0.1612324,0.04300154,0.03924906,0.05971419,0.04117125,0.05065648,0.1278341
cg03152385,0.5068986,0.3230547,0.5060655,0.4823737,0.3731115,0.3091483,0.4975888,0.3165123,0.3764026,0.3670651
cg03152785,0.02788595,0.04146655,0.02777632,0.03688142,0.03255414,0.04101523,0.03323947,0.04325445,0.03570989,0.0530282
cg03154500,0.03313494,0.04255645,0.07664328,0.03985349,0.0481811,0.04485961,0.04888043,0.0681349,0.04046921,0.04358074
cg03154513,0.02903046,0.02709161,0.02894985,0.03195429,0.03390953,0.02488174,0.02734439,0.02531208,0.02676024,0.02819736
cg03155724,0.06421912,0.07106151,0.1042794,0.0868644,0.05912774,0.08707352,0.07992084,0.09952053,0.06263383,0.08102418
cg03156547,0.3406405,0.4942868,0.7778735,0.5641314,0.33998,0.8689516,0.4587853,0.8824304,0.4852515,0.4435105
cg03157149,0.01065686,0.01857996,0.01986216,0.01986263,0.01915629,0.01435464,0.01348909,0.01583397,0.01842248,0.02299241
cg03157806,0.4516352,0.05102508,0.04691614,0.4202518,0.0967009,0.3634568,0.06125166,0.0328623,0.5233282,0.0570523
cg03158400,0.02444791,0.04678426,0.04627956,0.02865166,0.07565907,0.03106144,0.04498155,0.03455333,0.03375185,0.04125032
cg03159329,0.03780458,0.05217536,0.04155228,0.06125281,0.0483149,0.04787305,0.04133597,0.03357446,0.03870968,0.04886778
cg03159785,0.02529995,0.06410531,0.02708689,0.03702597,0.03446642,0.03355236,0.02280431,0.02708309,0.06813137,0.0287028
cg03159836,0.04691526,0.07428851,0.08866129,0.06727789,0.06961133,0.06046706,0.06917012,0.06769408,0.05599093,0.06954077
cg03160135,0.1395272,0.1634774,0.1150906,0.1354185,0.1082046,0.06693427,0.3323149,0.07960987,0.08964043,0.1083834
cg03160309,0.1033902,0.1177501,0.1245761,0.1585157,0.08950438,0.1057135,0.08129186,0.1283661,0.08227725,0.08120025
cg03160508,0.05293295,0.3064669,0.1055686,0.04273369,0.2269423,0.03696966,0.04982116,0.03819847,0.05803438,0.1758839
cg03160637,0.3068093,0.09665627,0.1172571,0.1222243,0.0702381,0.09793894,0.0771134,0.4484815,0.0683817,0.06245645
cg03160740,0.07066968,0.1058452,0.1868235,0.1323477,0.1318667,0.1549611,0.08283375,0.07448638,0.07026131,0.08127171
cg03160815,0.0281798,0.3505336,0.07775527,0.05118378,0.1644463,0.5917698,0.03897323,0.0254685,0.05484876,0.2810774
cg03161112,0.03565535,0.03944145,0.04861933,0.03932122,0.03754335,0.03386052,0.03941637,0.02359871,0.04276961,0.04346898
cg03161453,0.7638675,0.9596764,0.9228958,0.5921083,0.941749,0.5005909,0.9383336,0.9396189,0.4573025,0.9543074
cg03161839,0.06926952,0.07079646,0.06901854,0.08876362,0.1590782,0.08035993,0.07626652,0.05355909,0.06916062,0.2517664
cg03163246,0.63142,0.719973,0.6428142,0.6532427,0.770497,0.674385,0.719332,0.6576311,0.8119055,0.8317073
cg03164831,0.2380942,0.1458844,0.1299545,0.3429792,0.145557,0.4585465,0.1396631,0.07422812,0.2929004,0.1433429
cg03165378,0.6430338,0.6421875,0.5464839,0.6950056,0.690802,0.6612783,0.6310955,0.5392891,0.6259628,0.7023821
cg03165700,0.04538363,0.05260655,0.0684339,0.05831313,0.06345978,0.05461755,0.05648222,0.09072952,0.03845198,0.06049572
cg03166779,0.04883935,0.04348764,0.06310635,0.05006714,0.03910846,0.05025641,0.04229317,0.05971861,0.0361003,0.04637665
cg03167275,0.4576111,0.1132772,0.1131533,0.1255336,0.1216224,0.09320629,0.07552262,0.05536856,0.07222976,0.09845413
